Datetime,Text,Username,location,hashtags,label
2021-03-11 08:14:21+00:00,"Vaksinasi Massal unk seniman dan budayawan, dimasa sulit karena pandemi covid-19 presiden @jokowi tetap berharap agar pelaku seni dan budayawan tetap semangat. 
#indonesiamaju https://t.co/KB1pWKyV6T",Milamariamey,,['indonesiamaju'],positif
2021-03-11 08:14:04+00:00,"Waw Bupati Kukar Ajak Warga Ikut Sukseskan Program Vaksinasi Covid-19, Kalau Ragu Tanya ke Ahlinya https://t.co/lc2WNBHUhC #Samarinda #menujupilwali2020 #kalimantantimur #bontang #sangatta #bulungan #malinau #kukar #balikpapan #penajam #ppu #ibukotabaru",reportaseSMR,samarinda,"['Samarinda', 'menujupilwali2020', 'kalimantantimur', 'bontang', 'sangatta', 'bulungan', 'malinau', 'kukar', 'balikpapan', 'penajam', 'ppu', 'ibukotabaru']",negatif
2021-03-11 08:13:39+00:00,Melihat Tarian Vaksinasi Corona di Yogyakarta https://t.co/vd00EvIZnH,20detik,JKT-INA,,positif
2021-03-11 08:12:55+00:00,"Provinsi Jateng, Rabu, 10 Maret 2021, menggelar vaksinasi massal bagi para ulama, tokoh lintas agama, hingga sejumlah santri pondok pesantren setempat. Vaksinasi massal tersebut dipusatkan di Masjid Agung Jawa Tengah (MAJT), Presiden @jokowi meninjau langsung kegiatan ini. https://t.co/MWvw3bd8Ki",Milamariamey,,,positif
2021-03-11 08:11:49+00:00,"Menhub Meninjau Pelaksanaan Vaksinasi Pegawai Kemenhub
https://t.co/P8d9sRCHGw",NusadailyCom,Indonesia,,netral
2021-03-11 08:09:03+00:00,Ketum PPWI Wilson Lalengke Jalani Vaksinasi Tahap Pertama di Gedung DPD-RI https://t.co/p1kDc39jXt,VNNcoid,"DKI Jakarta, Indonesia",,netral
2021-03-11 08:08:49+00:00,"@ummihasfa Udah dimulai kok kalo vaksinasi cm untuk guru bserta staff, lansia dan pekerja seni.",hidayatwahyu11,Indonesia 🇲🇨🦄,,positif
2021-03-11 08:08:46+00:00,"Pilot hingga Driver Ojol Akan Jalani Vaksinasi Covid-19 Pekan Depan
Klik untuk baca: https://t.co/WS5MKRzCYm",Hmmurahmurahhm2,"Kebumen,Petani,Pinggirrawa",,positif
2021-03-11 08:07:35+00:00,Satgas COVID-19 Kabupaten Bangka mencatat vaksinasi dosis pertama untuk tahap kedua terealisasi 100 persen https://t.co/CVx0zG8qCX,LibassOnline,,,negatif
2021-03-11 08:07:32+00:00,"Berbagai kebijakan penanganan pandemi yg dikeluarkan pemerintah akan efektif jika didukung masyarakat. Begitu juga vaksinasi. Kalau kita divaksin, kekebalan kelompok di Indonesia pun akan cepat terbentuk.

#IndonesiaBebasCovid

https://t.co/IABH5MLwdg",RakyatUp,,['IndonesiaBebasCovid'],negatif
2021-03-11 08:07:32+00:00,"Vaksinasi ini adalah salah satu cara agar kita bisa menekan kasus Covid-19. Tentu saja dengan tetap disiplin protokol kesehatan, membatasi mobilitas serta mematuhi aturan dlm PPKM mikro. 

#IndonesiaBebasCovid

https://t.co/MFSghoSrn8",RakyatUp,,['IndonesiaBebasCovid'],netral
2021-03-11 08:07:31+00:00,"Kita bisa, kok, berkontribusi dalam penanganan pandemi. Caranya, dengan mendukung dan ikut vaksinasi agar tercipta herd immunity. Selain itu, tetap disiplin 3M, kurangi mobilitas dan hindari kerumunan. 

#IndonesiaBebasCovid

https://t.co/IABH5MLwdg",RakyatUp,,['IndonesiaBebasCovid'],negatif
2021-03-11 08:07:30+00:00,Ayo Dukung Program Vaksinasi Demi Indonesia Bebas Corona. https://t.co/HO4SEeOS3E,hy_mayda,Tuban Jawa Timur - Yogyakarta,,positif
2021-03-11 08:07:08+00:00,"Selamat petang warga Sandakan. Kami berada di kawasan anda untuk menghebahkan tentang Kempen Vaksinasi Kebangsaan. Kawasan yang terlibat adalah sekitar DUN Elopura, Sandakan https://t.co/NBC9dJ4ixY",pmrsandakan,"Sandakan, Sabah",,positif
2021-03-11 08:06:06+00:00,"Berlanjut, Anggota Yonif RK 751/Vjs Terima Vaksinasi https://t.co/0HIGOQ7wAx",jurnalpatrolin1,"Serpong, Indonesia",,negatif
2021-03-11 08:06:00+00:00,"Kunjungan Kerja Presiden ke Jogjakarta untuk meninjau pelaksanaan Vaksinasi.

Aku Gelem Divaksin https://t.co/Ralu4rDJcF",catedoss,"DKI Jakarta, Indonesia",,positif
2021-03-11 08:05:42+00:00,"Pelaksanaan Vaksinasi Massal untuk memacu Kekebalan kelompok 
Pasti toh Aku Gelem Divaksin https://t.co/TO5kBYyk4s",catedoss,"DKI Jakarta, Indonesia",,negatif
2021-03-11 08:05:20+00:00,"Vaksinasi adalah salah satu ikhtiar pemerintah untuk melindungi warganya dr Covid-19. Dan sudah sepatutnya kita sebagai warga negara yg baik mendukung program ini. 

#IndonesiaBebasCovid

https://t.co/c3ij5Krzn5",PemudaSpeakUp,,['IndonesiaBebasCovid'],positif
2021-03-11 08:05:19+00:00,"Mau Indonesia segera bebas dari Covid-19? Kita hanya perlu mendukung berbagai kebijakan penanganan pandemi, termasuk vaksinasi. 

#IndonesiaBebasCovid

https://t.co/H5X0maktI3",PemudaSpeakUp,,['IndonesiaBebasCovid'],negatif
2021-03-11 08:05:14+00:00,"@pentugujogja @favadorable @venthestic @mayrbelina @collegemenfess Vaksinasi arahnya ke herd immunity. Jadi bertolak belakang kalau mau kasusnya turun. Bukan kasusnya yang bakal turun, kita nya yang bakal kebal sama virus",Wahyu_I_Kadek,"Denpasar, Bali",,negatif
2021-03-11 08:05:09+00:00,"Padepokan Seni budaya Bagong Kussudiarjo Di jadikan tempat pelaksanaan Vaksinasi untuk Budayawan dan Seniman se Jogjakarta
Aku Gelem Divaksin https://t.co/52uOKb10Tf",catedoss,"DKI Jakarta, Indonesia",,negatif
2021-03-11 08:04:58+00:00,"Sekolah dibuka setelah vaksinasi Covid-19 tenaga pengajar selesai namun tetap dengan penerapan protokol kesehatan.
Yang kuliah Pjj aja dulu ya... karena kalian khan lebih bisa memahami pelajaran walau jarak jauh dibandingkan adik2 TK, SD...dll.

Pak Jokowi lawan Pandemi https://t.co/EoW6Kab4qp",Ndukla2,DIHATIMU,,negatif
2021-03-11 08:04:53+00:00,"Agenda Kunjungan kerja pak Jokowi selanjutnya yaitu meninjau pelaksanaan Vaksinasi di Semarang
Aku Gelem Divaksin https://t.co/s9KrsqwvJp",catedoss,"DKI Jakarta, Indonesia",,netral
2021-03-11 08:04:35+00:00,"Presiden Jokowi : Vaksinasi Massal di daerah daerah harus segera dilaksanakan dan dipercepat. 
Aku Gelem Divaksin https://t.co/9kOtIokmzU",catedoss,"DKI Jakarta, Indonesia",,positif
2021-03-11 08:03:45+00:00,#News: 269 ASN dan PJLP di Kecamatan Koja Jalani Vaksinasi COVID-19 https://t.co/k5moJxKhvT | Berita Jakarta,pondokindahinfo,"Pondok Indah, Jakarta Selatan",['News'],negatif
2021-03-11 08:03:43+00:00,#News: Kecamatan Kramat Jati Targetkan 22.560 Lansia Ikut Vaksinasi Dinamis  https://t.co/9c8lIbavYH | Berita Jakarta,pondokindahinfo,"Pondok Indah, Jakarta Selatan",['News'],negatif
2021-03-11 08:03:23+00:00,"16. Setahun terakhir, pemerintah melakukan beragam upaya melindungi warganya dari Covid-19 Vaksinasi, misalnya, melindungi dengan membentuk herd immunity Kalau semua didukung penuh, kt bs optimistis Indonesia bebas Covid-19 thn depan.
#Indonesiabebasvaksin
https://t.co/2AGWCTAwWX",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],positif
2021-03-11 08:03:22+00:00,"15. PPKM mikro membatasi mobilitas orang sehingga penyebaran Covid-19 dapat ditekan. Kebijakan ini dilengkapi dengan program vaksinasi untuk membentuk herd immunity. Kombinasi keduanya, efektif mengurangi angka kasus baru. 
#Indonesiabebasvaksin
https://t.co/bgMKZMIPrh",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],negatif
2021-03-11 08:03:16+00:00,Presiden Joko Widodo dalam kunjungan kerjanya ke Provinsi Jawa Tengah turut meninjau jalannya pelaksanaan vaksinasi massal yang secara keseluruhan diperuntukkan bagi kurang lebih 1.000 penerima vaksin. https://t.co/zHpvf9veGh,jonacatt,Indonesia,,positif
2021-03-11 08:02:07+00:00,"para tokoh lintas agama, para santri untuk juga diberikan vaksinasi.

#repost @pemerintahkotasemarang

#PemerintahKotaSemarang
#SemarangSekarang
#SemarangSemakinHebat  
#Repost @semarangpemkot",RaulTarmuji,,"['repost', 'PemerintahKotaSemarang', 'SemarangSekarang', 'SemarangSemakinHebat', 'Repost']",negatif
2021-03-11 08:01:54+00:00,"14. Alhamdulillah, sejak sebelum mulai program vaksinasi, pemerintah sudah menjamin keamanan vaksin2 yg digunakan. MUI pun sudah menerbitkan fatwa halal buat vaksin covid-19. Masyarakat tidak perlu kuatir. 
#Indonesiabebasvaksin
https://t.co/3OcUInwPn6",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],positif
2021-03-11 08:01:54+00:00,"Masyarakat yang akan mendapatkan suntikan vaksin tersebut adalah ulama, tokoh lintas agama, dan para santri yang menjadi prioritas vaksinasi. Presiden berharap kegiatan vaksinasi massal ini diikuti oleh provinsi lainnya, agar mendorong, mengajak para ulama,",RaulTarmuji,,,positif
2021-03-11 08:01:53+00:00,"13. Berbagai kebijakan penanganan pandemi yg dikeluarkan pemerintah akan efektif jika didukung masyarakat. Begitu juga vaksinasi. Kalau kita divaksin, kekebalan kelompok di Indonesia pun akan cepat terbentuk.
#Indonesiabebasvaksin
https://t.co/rH7gq4Enta",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],negatif
2021-03-11 08:01:53+00:00,"12. Pemerintah berupaya melindungi warganya melalui vaksinasi covid-19. Selain memastikan vaksin yang digunakan aman dan halal, pemerintah jg terus mengoptimalkan vaksinasi dg menambah vaksinator dan faskes yg melayani vaksinasi. #Indonesiabebasvaksin

https://t.co/2AGWCTAwWX",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],positif
2021-03-11 08:01:52+00:00,"11. Vaksinasi ini adalah salah satu cara agar kita bisa menekan kasus Covid-19. Tentu saja dengan tetap disiplin protokol kesehatan, membatasi mobilitas serta mematuhi aturan dlm PPKM mikro. 
#indonesiabebasvaksin
https://t.co/bgMKZMIPrh",Lionelbarcalope,"Medan Kota, Indonesia",['indonesiabebasvaksin'],netral
2021-03-11 08:01:51+00:00,"9. Kita bisa, kok, berkontribusi dalam penanganan pandemi. Caranya, dengan mendukung dan ikut vaksinasi agar tercipta herd immunity. Selain itu, tetap disiplin 3M, kurangi mobilitas dan hindari kerumunan. #Indonesiabebasvaksin

https://t.co/rH7gq4Enta",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],negatif
2021-03-11 08:01:04+00:00,"Semangat terus berkarya, vaksinasi seniman dan budayawan. Bagi seniman dan budayawan, tak mudah memang hadapi pandemi, namun harapan tetap menyala lewat program vaksinasi dari pemerintah @jokowi. https://t.co/giUgIb4Swh",YogaPras_,Indonesia,,positif
2021-03-11 08:00:16+00:00,Vaksinasi Covid-19 beberapa ASN Pemkot Jakarta Utara tertunda https://t.co/6E4NiTsrD7,ElshintaDotcom,Indonesia,,netral
2021-03-11 08:00:12+00:00,@venthestic @pentugujogja @mayrbelina @collegemenfess Proses Vaksinasi itu 2 kali harusnya. Kalau 1 kali antibodi belum kebentuk,Wahyu_I_Kadek,"Denpasar, Bali",,positif
2021-03-11 07:59:49+00:00,"DIALOG TOKOH : VAKSIN, RACUN ATAU PENAWAR?

Fasa Pertama Program Imuninisasi COVID-19 Kebangsaan telah pun bermula sejak 24 Februari lepas. Orang awam juga telah ramai yang mendaftarkan diri untuk program vaksinasi tersebut. + https://t.co/FTdm4nFHY4",WibawaMalaysia,,,negatif
2021-03-11 07:59:24+00:00,"Ratusan Pelayan Publik Se-Kecamatan Karangsambung, Mengikuti Vaksinasi Covid-19 https://t.co/OQ1ERFnFcb #KebumenTalk",LintasKebumen,KBM | YK | SMR ,['KebumenTalk'],negatif
2021-03-11 07:57:12+00:00,"Penasaran@KSPgoid,2X Vaksinasi masih kena COVID-19.#Vaksin Sinovac,65,4%.",UIsnendar,,['Vaksin'],negatif
2021-03-11 07:56:03+00:00,"CEK FAKTA: Tidak Benar Ajakan Vaksinasi Covid-19 di Bio Farma 12 Maret 2021: PT Bio Farma memberikan klarifikasinya melalui akun Instagram resminya, memastikan ajakan vaksin di Bio Farma adalah tidak benar. https://t.co/Dz2UincaxD",merdekadotcom,Indonesia,,negatif
2021-03-11 07:54:22+00:00,"8. Kebijakan penanganan pandemi yg dikeluarkan pemerintah pd dasarx upaya melindungi warga dri Covid-19, trmsk vaksinasi. Jk dpt dukungan penuh masyarakat, mk kekebalan klmpok bs segera terbentuk. Indonesia bs bebas Covid-19 thn dpn. #Indonesiabebasvaksin
https://t.co/2AGWCTAwWX",Lionelbarcalope,"Medan Kota, Indonesia",['Indonesiabebasvaksin'],negatif
2021-03-11 07:54:21+00:00,"7. Program vaksinasi yg dikombinasikan dgn PPKM mikro dimaksudkan tuk menekan penyebaran Covid-19. Penerapanx dlm beberapa pekan terakhir pun efektif menurunkan kasus baru di berbagai wilayah Indonesia
#TetapDirumahAja
#Indonesiabebasvaksin
https://t.co/2AGWCTAwWX",Lionelbarcalope,"Medan Kota, Indonesia","['TetapDirumahAja', 'Indonesiabebasvaksin']",netral
2021-03-11 07:52:49+00:00,"*KAKANWIL KEMENKUMHAM BENGKULU MENERIMA VAKSINASI COVID-19 MASSAL TAHAP 2 OLEH PEMDA PROVINSI BENGKULU*

baca selengkapnya-----&gt;https://t.co/FQkwZuD4Pk

#PastiPADEK
#BengkuluPastiPADEK
#PeningkatanKualitasPelayananPublik 
#KumhamPASTI
#Kemenkumhamri
#diary_kemenkumham https://t.co/iEakW1aH18",kumham_bengkulu,"Bengkulu, indonesia","['PastiPADEK', 'BengkuluPastiPADEK', 'PeningkatanKualitasPelayananPublik', 'KumhamPASTI', 'Kemenkumhamri', 'diary_kemenkumham']",positif
2021-03-11 07:50:46+00:00,Vaksinasi seniman dan budayawan merawat semangat untuk terus berkarya meskipun dalam masa pandemi ungkap Presiden @jokowi dlm sambutan vaksinasi masal seniman di Yogjakarta kemarin 10 Maret 2021 https://t.co/J3JATrM9Ef,retnosetyow4t,Indonesia,,positif
2021-03-11 07:50:38+00:00,"Polres Lumajang melaksanakan kegiatan vaksinasi Covid 19 Aman dan Halal tahap II bagi anggota Polri dan ASN Polres Lumajang di Lobi Polres Lumajang hari Rabu tanggal 10 Maret 2021 pukul 07.00 Wib

#jawatimurbangkit
#jatimsehat
@polisi_jatim 
@DivHumas_Polri 
@detikcom https://t.co/qH1SpmF167",PTempursari,Lumajang,"['jawatimurbangkit', 'jatimsehat']",negatif
2021-03-11 07:50:31+00:00,"Disdik Usulkan Vaksinasi Tenaga Pendidik, Baru 100 Kepsek Divaksin https://t.co/JoKwuOYsMB",jawapos,Jakarta,,positif
2021-03-11 07:50:15+00:00,"Jumlah terkini pemberian vaksin dos 1. 

Daftar untuk vaksinasi, muat turun MySejahtera: https://t.co/F8na7zBgM0

#LindungDiriLindungSemua
#MELAKAfm

@jkjavmy https://t.co/kYFrmDHJSw",melakafm,melaka,"['LindungDiriLindungSemua', 'MELAKAfm']",negatif
2021-03-11 07:50:10+00:00,"@pepsigolda Pun kalau vaksin udah tersedia buat seluruh warga, tetep ada gol rentan yang belum tentu bisa vaksinasi, kayak temenku yg AI/lagi treatment cancer atau tanteku yg alzheimers. Mereka jd bergantung nasib sama kedisiplinan org lain. Kok masih ada yg tega party2 😥.",nisatyas,global nomad,,negatif
2021-03-11 07:50:04+00:00,Vaksinasi Massal Untuk Mempercepat Pemulihan Ekonomi https://t.co/txBq2dFNd1,ranggasasna,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:49:59+00:00,Vaksinasi Massal Untuk Mempercepat Pemulihan Ekonomi https://t.co/rZvmenGnsR,andiabimana,"Kota Mataram, Nusa Tenggara Ba",,netral
2021-03-11 07:49:43+00:00,Vaksinasi Massal Untuk Mempercepat Pemulihan Ekonomi https://t.co/nNZgYvmuKj,nkripro_,"Kota Mataram, Nusa Tenggara Ba",,netral
2021-03-11 07:49:32+00:00,Vaksinasi Massal Untuk Mempercepat Pemulihan Ekonomi https://t.co/Yjj5Ta6FBH,DenBagusNKRI,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:49:21+00:00,"Berlanjut, Anggota Yonif RK 751/Vjs Terima Vaksinasi https://t.co/bKCnrtxMIl",arifhidayat,Kota Bekasi,,negatif
2021-03-11 07:49:20+00:00,Vaksinasi Massal Untuk Mempercepat Pemulihan Ekonomi https://t.co/Gq75YwgNPX,alexstvnn,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:49:16+00:00,"Percepat Pemulihan Pariwisata Bali, Kebut Vaksinasi Pekerja Pariwisata https://t.co/ZOjIqSAom2",jawapos,Jakarta,,positif
2021-03-11 07:48:33+00:00,Pelaksanaan Vaksinasi Massal Bagi Nakes dan Lansia https://t.co/Ekw63sHrec,DenBagusNKRI,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:48:19+00:00,Pelaksanaan Vaksinasi Massal Bagi Nakes dan Lansia https://t.co/sr8I7VhxVv,nkripro_,"Kota Mataram, Nusa Tenggara Ba",,netral
2021-03-11 07:47:57+00:00,Pelaksanaan Vaksinasi Massal Bagi Nakes dan Lansia https://t.co/4dux95mSU7,ranggasasna,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:47:48+00:00,Pelaksanaan Vaksinasi Massal Bagi Nakes dan Lansia https://t.co/FMelruCwc0,alexstvnn,"Nusa Tenggara Barat, Indonesia",,netral
2021-03-11 07:46:43+00:00,Kemarin Presiden @jokowi tinjau langsung Vaksinasi Ulama dan Tokoh Lintas Agama. https://t.co/pykJke0hD6,davinlin_,Freedom,,positif
2021-03-11 07:45:24+00:00,Vaksinasi Harus Cepat Dilakukan Guna Mempercepat Masyarakat Indonesia Bangkit Dari Pandemi https://t.co/NLXnyEpPv5,DenBagusNKRI,"Nusa Tenggara Barat, Indonesia",,negatif
2021-03-11 07:45:14+00:00,Vaksinasi Harus Cepat Dilakukan Guna Mempercepat Masyarakat Indonesia Bangkit Dari Pandemi https://t.co/1f3AmrUvS2,nkripro_,"Kota Mataram, Nusa Tenggara Ba",,negatif
2021-03-11 07:45:05+00:00,Vaksinasi Harus Cepat Dilakukan Guna Mempercepat Masyarakat Indonesia Bangkit Dari Pandemi https://t.co/uZ62t5LCgq,andiabimana,"Kota Mataram, Nusa Tenggara Ba",,negatif
2021-03-11 07:44:56+00:00,Vaksinasi Harus Cepat Dilakukan Guna Mempercepat Masyarakat Indonesia Bangkit Dari Pandemi https://t.co/wqzHPtAtG3,ranggasasna,"Nusa Tenggara Barat, Indonesia",,negatif
2021-03-11 07:44:53+00:00,"1.650 Orang di Kota Sorong Telah Jalani Vaksinasi Tahap II
https://t.co/P76Oqlhky7",NusadailyCom,Indonesia,,negatif
2021-03-11 07:44:51+00:00,"Gatotkaca yang punya otot kawat dan tulang besi menerima suntikan vaksinasi Covid-19 disaksikan Pak Jokowi dan Pak Airlangga.

Yang nolak divaksin itu apa merasa lebih sakti dibanding Gatotkaca? https://t.co/vlpmtQDoNw",giewhydi,Jakarta,,negatif
2021-03-11 07:44:43+00:00,Vaksinasi Harus Cepat Dilakukan Guna Mempercepat Masyarakat Indonesia Bangkit Dari Pandemi https://t.co/EbD58odpCG,alexstvnn,"Nusa Tenggara Barat, Indonesia",,negatif
2021-03-11 07:42:15+00:00,"Dalam diskusi dg Mas Beb soal kapan kami dapat vaksinasi VS kapan kami anggap udah cukup banyak org lain dapat vaksinasi, kami bisa keluar rumah lebih normal.

Sementara sudah kehilangan 2 Om dan 2 sepupu.

Aneh bgt emang ini. Mixed feelings.",mrshananto,"Jakarta, Indonesia",,negatif
2021-03-11 07:42:04+00:00,"Vaksinasi COVID-19 Nakes di Solok Selatan Mencapai 92 Persen
https://t.co/wJ85xZeAaq",NusadailyCom,Indonesia,,positif
2021-03-11 07:39:49+00:00,"Udah vaksinasi Covid19 pertama pas 24 Februari 2021, Bossque. Insya Allah besok 12 Maret 2021 vaksinasi kedua. Doain yak. Walau sudah vaksin, jangan anggap remeh teuteup jalankan prokes #BersatuLawanCovid19 #PakaiMasker #JagaJarak #CuciTangan #HindariKerumunan #KurangiMobilitas https://t.co/eIRsPjgEjF",Ricky_Tamba,Indonesia (Id),"['BersatuLawanCovid19', 'PakaiMasker', 'JagaJarak', 'CuciTangan', 'HindariKerumunan', 'KurangiMobilitas']",netral
2021-03-11 07:38:26+00:00,@mayrbelina @collegemenfess Kan dari sekarang udah vaksinasi kak,Wahyu_I_Kadek,"Denpasar, Bali",,netral
2021-03-11 07:38:03+00:00,Vaksinasi Jadi Kunci Pancapaian Target Pertumbuhan Ekonomi https://t.co/ctUrMy5KhV,Bisniscom,"Jakarta, Indonesia",,positif
2021-03-11 07:37:25+00:00,"4. Vaksinasi adalah salah satu ikhtiar pemerintah untuk melindungi warganya dr Covid-19. Dan sudah sepatutnya kita sebagai warga negara yg baik mendukung program ini. 
#TetapDirumahAja
#Indonesiabebascovid
https://t.co/bgMKZMIPrh",Lionelbarcalope,"Medan Kota, Indonesia","['TetapDirumahAja', 'Indonesiabebascovid']",positif
2021-03-11 07:36:39+00:00,Tp maksa utk vaksinasi. Terus rakyat bisa apa?,EHidayati,Madiun,,negatif
2021-03-11 07:35:32+00:00,"Vaksinasi Ojol Hingga PIlot, Menhub Budi Masih Tunggu Jatah dari Kementerian BUMN: Menteri Perhubungan Budi Karya Sumadi tengah mempersiapkan program vaksinasi untuk kru transportasi seperti ojek pangkalan (opang), ojek online (ojol) hingga pilot.… https://t.co/RJetrYbVHZ",merdekadotcom,Indonesia,,positif
2021-03-11 07:35:23+00:00,[Cek Fakta] Vaksinasi di Mall TA Jakbar https://t.co/TXlLtePiN4 via @rri.co.id,RRIPrograma3,Jakarta Capital Region,,negatif
2021-03-11 07:35:13+00:00,"@INDONESIAinLOVE Udah vaksinasi Covid19 pertama pas 24 Februari 2021, Bossque. Insya Allah besok 12 Maret 2021 vaksinasi kedua. Doain yak. Walau sudah vaksin, jangan anggap remeh teuteup jalankan prokes #BersatuLawanCovid19 #PakaiMasker #JagaJarak #CuciTangan #HindariKerumunan #KurangiMobilitas https://t.co/2XBVIVv2lh",Ricky_Tamba,Indonesia (Id),"['BersatuLawanCovid19', 'PakaiMasker', 'JagaJarak', 'CuciTangan', 'HindariKerumunan', 'KurangiMobilitas']",netral
2021-03-11 07:34:15+00:00,"Program vaksinasi Presiden @jokowi perhari sudah menyentuh 300rb orang, yang divaksin semakin banyak, semoga semakin banyak yg terbentuk kekebalannya terhadap virus. https://t.co/i7MyyAJt1I",diiddaaa,"ÜT: 0.0,0.0",,positif
2021-03-11 07:32:50+00:00,Kementrian Kesehatan menjalin kerjasama dengan Facebook dan Whatsapp terkait penyebaran pesan terstruktur tentang vaksinasi kepada calon penerima vaksin. https://t.co/zc9RHKBaYs,diiddaaa,"ÜT: 0.0,0.0",,positif
2021-03-11 07:32:01+00:00,Presiden Jokowi tinjau vaksinasi massal bagi ulama dan tokoh lintas agama. https://t.co/qi0A0AuiBM,irenejuliency,,,positif
2021-03-11 07:31:53+00:00,"3. Dari awal pandemi, Pemerintah konsisten melakukan berbagai upaya mengurangi penyebaran kasus positif Covid-19. Salah satunya, vaksinasi. Kombinasi vaksinasi dg PPKM mikro bahkan efektif menekan angka kasus baru.
#Indonesiabebascovid
#TetapDirumahAja
https://t.co/2AGWCTAwWX",Lionelbarcalope,"Medan Kota, Indonesia","['Indonesiabebascovid', 'TetapDirumahAja']",negatif
2021-03-11 07:31:53+00:00,"2. Sejak awal dimulainya vaksinasi, BPOM sudah menyatakan vaksin yang digunakan di Indonesia aman. Selain itu, MUI juga sudah mengeluarkan sertifikasi halal. Insya Allah aman. 
#Indonesiabebascovid
#TetapDirumahAja
https://t.co/3OcUInwPn6

#TetapDirumahAja",Lionelbarcalope,"Medan Kota, Indonesia","['Indonesiabebascovid', 'TetapDirumahAja', 'TetapDirumahAja']",negatif
2021-03-11 07:31:53+00:00,"1. Mau Indonesia segera bebas dari Covid-19? Kita hanya perlu mendukung berbagai kebijakan penanganan pandemi, termasuk vaksinasi. 
#Indonesiabebascovid
#TetapDirumahAja
https://t.co/rH7gq4Enta",Lionelbarcalope,"Medan Kota, Indonesia","['Indonesiabebascovid', 'TetapDirumahAja']",negatif
2021-03-11 07:31:32+00:00,"Tekan Penyebaran Covid-19, Kemendag Vaksinasi Seluruh Pegawai https://t.co/Z8MZYYjkLh",Bisniscom,"Jakarta, Indonesia",,negatif
2021-03-11 07:28:06+00:00,"Jika Vaksin Tersedia, Vaksinasi Covid di Bali Selesai Dalam Tiga Bulan https://t.co/Ux52Icpt5x",jawapos,Jakarta,,negatif
2021-03-11 07:28:04+00:00,Satgas COVID-19 Nagekeo tengah melakukan pengumpulan data untuk vaksinasi tahap kedua. Vaksin tahap kedua ini akan mulai dilaksanakan pada pekan depan. #publisherstory https://t.co/OEZRjulUTM,kumparan,,['publisherstory'],netral
2021-03-11 07:25:17+00:00,"Wah, keren banget, ya? Pak Eddy bilang kalau gak ada efek samping yang dia rasain setelah divaksin, lho! Kita jangan sampai takut buat ikut vaksinasi ya. Pak Eddy aja berani, masa kamu enggak?

#vaksin #vaksinasi #vaccine #imunisasi #imun #herdimmunity https://t.co/6HcztABtH8",indoseputarinfo,,"['vaksin', 'vaksinasi', 'vaccine', 'imunisasi', 'imun', 'herdimmunity']",negatif
2021-03-11 07:25:13+00:00,"Mendikbud Nadiem Makarim memastikan bahwa akan membuka sekolah tingkat PAUD, SD, SMP dan SMA setelah vaksinasi Covid19 tenaga pengajar selesai. https://t.co/TakM1V2iCe",PradanaDika29,"Kota Surabaya, Jawa Timur",,positif
2021-03-11 07:22:49+00:00,Sebanyak 200 ASN telah mendapatkan suntikan pertama vaksinasi Covid-19. https://t.co/1b4m9JW66N,republikaonline,"Jakarta, Indonesia",,netral
2021-03-11 07:21:51+00:00,Staf Khusus Menteri BUMN Arya Sinulingga mengatakan vaksinasi berjalan lancar. https://t.co/V9qwphLPhT,republikaonline,"Jakarta, Indonesia",,positif
2021-03-11 07:20:27+00:00,"Presiden @jokowi tinjau vaksinasi Ulama dan Tokoh Lintas Agama di Jateng. 
Selalu Disiplin 5M 

#TetapDirumahAja
#isramiraj https://t.co/hLGbnQ7Ufn",projonolsatu,"Jakarta Capital Region, Indone","['TetapDirumahAja', 'isramiraj']",positif
2021-03-11 07:19:33+00:00,Vaksinasi HPV sebelum memasuki jenjang pernikahan https://t.co/glePeGTZ30,suaradotcom,Jakarta Capital Region,,negatif
2021-03-11 07:17:56+00:00,"Ada LOMBA FOTO untuk seluruh #kawanpajak nih. Semua bisa ikutan!!. Yuk simak sama-sama!

Dalam rangka acara spectaxcular 2021, Kantor Wilayah DJP Papua dan Maluku mengadakan lomba Foto dengan tema ""Manfaat Pajak untuk Membiayai Program Vaksinasi Covid-19"".

Swipe👉 https://t.co/GMtoaAhCXI",pajaktimika,"Kab. Mimika, Papua",['kawanpajak'],positif
2021-03-11 07:17:02+00:00,"Vaksinasi Ulama dan Tokoh Lintas Agama dilakukan agar aktivitas keagamaan berjalan dengan baik..

Selain kegiatan perekonomian dan pendidikan, kegiatan keagamaan juga menjadi sektor yang jadi prioritas Presiden Jokowi untuk segera beraktivitas normal kembali.. https://t.co/f0pUBgN9o6",GarudaMerPut,"DKI Jakarta, Indonesia",,negatif
