Datetime,Text,Username,location
2021-02-11 09:09:39+00:00,"Pemerintah targetkan 1,5 Juta Nakes di Indonesia rampung menjalani vaksinasi Covid - 19 pada akhir Bulan Februari.

#1JutaVaksinasiAman https://t.co/LPKQMPR3q4",bwinsandi3,"Sukabumi, Indonesia "
2021-02-11 09:08:32+00:00,"Demi kelancaran pelaksanaan Vaksinasi Covid-19 kepada Tenaga Kesehatan Puskesmas Buayan, Babinsa Koramil 20/Buayan Sertu Sugeng Periyanto mendampingi penyuntikan Vaksin Sinovac bertempat di Puskesmas Buayan. https://t.co/5LRQ8INlix",0709Kodim,"Jl. Lingkar Selatan,Kebumen"
2021-02-11 09:06:33+00:00,Peneliti: Pemantauan Hasil Vaksinasi Kunci Pengendalian Pandemi Covid-19 dan Pemulihan Ekonomi https://t.co/JdWhInpOIu,PRBekasiRaya,"Bekasi, Jawa Barat"
2021-02-11 09:05:23+00:00,"Selanjutnya, setelah tenaga kesehatan, target vaksinasi mulai bergeser ke pekerja publik seperti TNI dan Polri mulai Maret 2021 sehingga pelayanan publik bisa optimal.

Ayo kita dukung vaksinasi Covid-19 agar Indonesia bebas pandemi.

#1jutaVaksinasiAman
#BUMNuntukIndonesia https://t.co/VNKEP2R59i",AngkasaPura_2,Jakarta and 18 Other Cities
2021-02-11 09:04:06+00:00,"Vaksinasi pada kelompok lansia di anggap baik melihat dari risiko kematian pada lansia terpapar covid 19 cukup tinggi
#1JutaVaksinasiAman https://t.co/COOqdDNOGD",Gundulabbq,
2021-02-11 09:03:36+00:00,vaksinasi untuk lansia demi menekan kasus covid-19 #1jutaVaksinasiAman https://t.co/o4XcuuBAuU,salego3,
2021-02-11 09:03:14+00:00,"Presiden @jokowi memberikan 4 arahan kpd Pemda untuk Tangani Pandemi dan Dampak Covid-19 
1. dengan memprioritaskan pengendalian laju penyebaran virus.
2. Dengan mempersiapkan manajemen untuk percepatan vaksinasi di daerah. https://t.co/y974RODFIQ",Cintada16,DIHATIMU
2021-02-11 09:03:03+00:00,"Proses pelaksanaan vaksinasi perdana untuk lansia puskesmas di Kramat jati,semoga vaksinasi bisa melindungi kelompok lansia yang beresiko tinggi terpapar covid 19 
#1JutaVaksinasiAman https://t.co/Aasbu2su0P",Colokan_saklar,
2021-02-11 09:02:19+00:00,lansia yg mudah terpapar covid_19 diberikan vaksinasi #1JutaVaksinasiAman https://t.co/2m2KEvEnwn,AtenkMatenk,
2021-02-11 09:02:14+00:00,"Pemerintah menargetkan 1,5 juta tenaga kesehatan di Indonesia rampung menjalani vaksinasi covid-19 pada akhir februari 2021
#1JutaVaksinasiAman https://t.co/JGTQf7I4lG",miegorengenak6,
2021-02-11 09:01:54+00:00,vaksinasi untuk lansia yang beresiko terpapar covid-19 #1JutaVaksinasiAman https://t.co/pGtc9j7eEf,norsobax,
2021-02-11 09:00:24+00:00,Jokowi: Masyarakat yang Mobilitasnya Tinggi Harus Didahulukan Vaksinasi Covid-19 https://t.co/PP7VlCX9t1 via @beritabaruco @jokowi @KemenkesRI @APEKSIid,hadiprayitno82,DKI Jakarta
2021-02-11 09:00:15+00:00,"Kementrian kesehatan memperbarui data penerima vaksin covid-19, 11 februari 2021 sudah 1 juta nakes yang di vaksinasi tahap pertama. 
#1JutaVaksinasiAman https://t.co/rPy58UC7Dp",Nisamelanie1,
2021-02-11 09:00:01+00:00,"Vaksinasi pada kelompok lansia dianggap baik melihat dari risiko kematian pada lansia terpapar Covid-19 cukup tinggi
#1JutaVaksinasiAman https://t.co/fUoATikJT7",SaharaWin0x,"Marseille, France"
2021-02-11 09:00:00+00:00,"Polisi akan menyelidiki video viral vaksinasi COVID-19 yang diberikan kepada selebgram dan rombongan. Polisi menduga ada unsur pidana dalam proses vaksinasi Helena Lim dengan mencantumkan sebagai tenaga kesehatan. CIL

#SeputariNewsRCTI #COVID19 #VaksinCOVID19 #HelenaLim #Apotek https://t.co/iRgzGRm9YH",SeputariNews,MNC News Center Lt.11 Jakarta
2021-02-11 08:52:05+00:00,"Vaksinasi Covid-19 Tahap I, Jepara Peringkat Lima Jateng
#Jepara #VaksinCovid19 #PeringkatLima 
https://t.co/gBpQ6hFreb",murianewscom,"Kudus, CJ, Indonesia"
2021-02-11 08:51:09+00:00,"Hingga Kamis (11/2/2021), sudah 1.017.186 tenaga kesehatan di Indonesia yang mendapat vaksin COVID-19. Angka ini mencakup 69,25 persen dari sasaran vaksinasi. https://t.co/4KkKfd0tA9",detikHealth,Jakarta - Indonesia
2021-02-11 08:50:17+00:00,"Pasca Vaksinasi Dosis Pertama, 15 Tenaga Kesehatan di Ponorogo Positif Covid-19
 
https://t.co/5snUrVwdxb
 
Download aplikasi Tribunnews untuk update berita terbaru 
 
Dapatkan untuk Android: 
https://t.co/jScFb5gVgz
 
 via @tribunjatim",tribunjatim,"Surabaya, Jawa Timur"
2021-02-11 08:49:04+00:00,Polisi Masih Cari Waktu untuk Periksa Helena Lim Soal Vaksinasi Covid-19 https://t.co/VtL24WZB4q https://t.co/rweaZfCypZ,AhmadNorMaulana,"Jakarta Utara, DKI Jakarta"
2021-02-11 08:49:02+00:00,Polisi Masih Cari Waktu untuk Periksa Helena Lim Soal Vaksinasi Covid-19: Kasus vaksinasi Helena Lim menjadi ramai dibincangkan lantaran kaum menengah ke atas itu diduga bukan berprofesi sebagai tenaga kesehatan. Padahal secara aturan vaksinasi… https://t.co/dkGTq8LYBH,merdekadotcom,Indonesia
2021-02-11 08:47:39+00:00,"Presiden ingin vaksinasi COVID-19 dilaksanakan per klaster.

https://t.co/iycqdpaAlD https://t.co/fryak51Fh8",RadioElshinta,
2021-02-11 08:47:32+00:00,"Bahas Program Vaksinasi Covid-19, Jokowi: Bagi Pelayan Publik Akan Dimulai Minggu Depan https://t.co/fbULvBU49w",PRBekasiRaya,"Bekasi, Jawa Barat"
2021-02-11 08:46:35+00:00,"Program vaksinasi Covid -19 telah diselenggarakan pemerintah sejak Januari 2021. Total target penerima vaksin Covid -19 yakni 181,5 juta penduduk Indonesia. https://t.co/T6oqPQUDpg",potensi_bisnis,"Bandung, Jawa Barat"
2021-02-11 08:45:18+00:00,"Jam 12:00 tadi, program vaksinasi COVID-19 sudah menyuntik 1,000,000 nakes dan sudah melayani 1,230,962 nakes atau 83% dari target awal vaksinasi 1,468,764 nakes. 

Program vaksinasi terus berjalan dng baik. 
Tetap patuhi 3M ya teman teman

#1JutaVaksinasiAman https://t.co/YAH8OzGaCy",VaksinBersama,"Rantau, Indonesia"
2021-02-11 08:44:47+00:00,Presiden Joko Widodo (Jokowi) mendorong percepatan vaksinasi Covid-19 agar kekebalan komunitas (herd immunity) segera terbentuk dalam kurun kurang dari satu tahun. https://t.co/a1AJz0owSk,ummatina_id,
2021-02-11 08:44:32+00:00,Vaksinasi Covid-19 Jokowi Minta Dahulukan Warga Interaksi dan Mobilitas Tinggi https://t.co/P0GIZstotf,beritaKBR,"Jakarta, Indonesia"
2021-02-11 08:44:02+00:00,Jokowi: Masyarakat yang Mobilitasnya Tinggi Harus Didahulukan Vaksinasi Covid-19 https://t.co/0E4QV0a2Us #Advertorial #Apeksi #MobilitasMasyakarat #PresidenJokowi https://t.co/AjQuUriCwy,Beritabaruco,"Jakarta Pusat, DKI Jakarta"
2021-02-11 08:41:26+00:00,"Update perkembangan vaksinasi COVID-19 bagi tenaga kesehatan di Indonesia, per tanggal 11 Februari 2021 pukul 14.00 WIB.
via @KemenkesRI https://t.co/Lz04IJWv0G",RadioElshinta,
2021-02-11 08:39:40+00:00,"Mapolres Mura. 110221
Apel siaga Vaksinasi dan Tracer Covid-19 lintas sektor dipimpin oleh Kapolres Musirawas.
#bersamalawancovid19 
#AyoVaksinasiCovid19
@KemenkesRI 
@DinkesPrvSumsel 
@Resmura https://t.co/5tb324mSq0",Arjuna188,Musirawas Sumsel Indonesia
2021-02-11 08:36:53+00:00,"Prokes Kita Patuhi
Jokowi: Pedagang Pasar bisa Jadi Sasaran Vaksinasi Covid-19 Berikutnya https://t.co/FXHkk8PRrc",Marbot_Udien,"Kota Pekalongan, Jawa Tengah"
2021-02-11 08:35:03+00:00,"Kemenkes: 1,2 Juta Tenaga Kesehatan Sudah Divaksinasi Covid-19: Nadia menjelaskan, vaksinasi Covid-19 terhadap tenaga kesehatan berjalan lancar. Namun, terdapat 10 sampai 15 persen tenaga kesehatan tidak dapat divaksinasi Covid-19 karena kendala penyakit… https://t.co/onktYfKoMx",merdekadotcom,Indonesia
2021-02-11 08:34:19+00:00,"Saat diobservasi ini, ada petugas Puskesmas yang memberikan sosialisasi mengenai vaksinasi, langkah penanganan apabila terjadi efek samping serta edukasi mengenai pentingnya protokol kesehatan dan PHBS terutama di masa pandemi COVID-19. https://t.co/ioS71EGK7y",pikobar_jabar,"West Java, Indonesia"
2021-02-11 08:33:45+00:00,"Akhir Februari 2021, Vaksinasi Covid-19 untuk Nakes di Kota Bekasi Ditargetkan Selesai https://t.co/I9lGDZBe2H",koran_metro,Kota Bekasi
2021-02-11 08:32:32+00:00,"Vaksinasi Covid-19 massal tenaga kesehatan wilayah DKI
Prokes Kita Patuhi https://t.co/u5gKcAPCa5",Shunshineazaa,"Negeri Besar, Indonesia"
2021-02-11 08:31:41+00:00,"Assalamu'alaikum, Sahabat Sehat

""Kenali Vaksinasi Covid-19, Aman dan Halal""

Kenali Vaksinasi Covid-19, Insya Allah aman, suci dan Halal. Dengan melakukan vaksinasi, kita tidak hanya melindungi diri sendiri dari Covid-19 tapi juga keluarga dan orang lain

https://t.co/BhksvKjGJ0",DinkesGtloProv,"Gorontalo, Indonesia"
2021-02-11 08:31:31+00:00,"Vaksinasi tenaga kesehatan merupakan tahap pertama program vaksinasi pemerintah. Tenaga kesehatan menjadi prioritas pertama yang mendapat vaksin, karena menjadi golongan yang paling rawan terpapar Covid-19.
#1JutaVaksinasiAman https://t.co/1u3Fu2LQz9",Azkha1296,"Jakarta Selatan, DKI Jakarta"
2021-02-11 08:30:02+00:00,"Babinsa Kodim 1016 Palangka Raya Ikuti Apel Kesiapan Vaksinasi Covid-19 
 https://t.co/3XwB8pBFSj",BORNEONEWS,"Central Borneo, Indonesia"
2021-02-11 08:29:42+00:00,"Update perkembangan vaksinasi COVID-19 bagi tenaga kesehatan di Indonesia, per tanggal 11 Februari 2021 pukul 14.00 WIB.

#VaksinasiNasional
#1JutaVaksinasiAman https://t.co/qXUhSrQoqI",KemenkesRI,"Jakarta, Indonesia"
2021-02-11 08:22:48+00:00,Sebab momentum vaksinasi merupakan salah satu tahap awal upaya mengendalikan pandemi dan memutus rantai penyebaran Covid-19 yang ditandai dengan penurunan angka penularan dengan mencegah kejadian infeksi baru.,LaeHoras_,Jakarta
2021-02-11 08:22:44+00:00,"Hak masyarakat untuk mendapatkan informasi yang benar dan terbuka. Oleh sebab itu, akses informasi terkait vaksinasi covid-19 harus dibuka secara terang benderang, jangan ada yang ditutupi.",LaeHoras_,Jakarta
2021-02-11 08:21:42+00:00,"Karanganyar - Serma Riyanto Batiwanwil Koramil 12/Jmp bersama anggota Polsek dan Satpol PP Jmp melaksanakan pengamanan kegiatan Vaksinasi Covid-19 (Sinovac) kpd  (Nakes) Puskesmas Jmp Tahap II hari ke-3, sasaran: 8 org Terimunisasi: 4 org blm terimunisasi: 4 org (11-02-21). https://t.co/oMpaNzIN68",AryoWib53489399,
2021-02-11 08:21:13+00:00,"Karanganyar - Serma Riyanto Batiwanwil Koramil 12/Jmp bersama anggota Polsek dan Satpol PP Jmp melaksanakan pengamanan kegiatan Vaksinasi Covid-19 (Sinovac) kpd  (Nakes) Puskesmas Jmp Tahap II hari ke-3, sasaran: 8 org Terimunisasi: 4 org blm terimunisasi: 4 org. https://t.co/twtRgZONwa",AryoWib53489399,
2021-02-11 08:21:04+00:00,"Vaksinasi Covid-19 di Belitung Berjalan Lancar, Capaian Sudah 69,77 Persen https://t.co/zLSw38lAlW https://t.co/rPVQRv94Qu",AhmadNorMaulana,"Jakarta Utara, DKI Jakarta"
2021-02-11 08:20:54+00:00,"Karanganyar - Serma Riyanto Batiwanwil Koramil 12/Jmp bersama anggota Polsek dan Satpol PP Jmp melaksanakan pengamanan kegiatan Vaksinasi Covid-19 (Sinovac) kpd  (Nakes) Puskesmas Jmp Tahap II hari ke-3, sasaran: 8 org Terimunisasi: 4 org blm terimunisasi: 4 org. https://t.co/dl9dpx3tuF",AryoWib53489399,
2021-02-11 08:20:27+00:00,"Karanganyar - Serma Riyanto Batiwanwil Koramil 12/Jmp bersama anggota Polsek dan Satpol PP Jmp melaksanakan pengamanan kegiatan Vaksinasi Covid-19 (Sinovac) kpd  (Nakes) Puskesmas Jmp Tahap II hari ke-3, sasaran: 8 org Terimunisasi: 4 org blm terimunisasi: 4 org. https://t.co/9UG7S8HYvm",AryoWib53489399,
2021-02-11 08:19:37+00:00,"Presiden: Pekan Depan, Vaksinasi Covid-19 untuk Pelayan Publik https://t.co/vgK825IQj7 https://t.co/d1qr9RLegN",AhmadNorMaulana,"Jakarta Utara, DKI Jakarta"
2021-02-11 08:15:26+00:00,"Program Vaksinasi Nasional, 2.700 Nakes di Kota Medan Sudah Disuntik Vaksin Covid-19
#VaksinasiNasional
#nakes
#nakessiaprumahsakitsiap
#COVID19
#sumut https://t.co/FEFAdhXTgW",MedanJurnal,"Medan Kota, Indonesia"
2021-02-11 08:15:00+00:00,"Presiden Joko Widodo mengatakan, vaksinasi Covid-19 untuk petugas pelayanan publik akan dimulai pekan depan.

Selain itu, masyarakat dengan risiko tinggi terpapar Covid-19 juga bisa segera mendapatkan suntikan vaksin.

#SmartNews @kompascom",RadioSmartFM,Jl. Kebahagiaan No.4-14Jakarta
2021-02-11 08:12:03+00:00,"Pedagang Pasar Segera Disuntik Vaksin Covid-19: Pedagang Pasar Segera Disuntik Vaksin Covid-19. Presiden Joko Widodo memastikan vaksinasi Covid-19 di sektor pelayanan publik akan dimulai pekan depan. Ini dikarenakan pelaku pelayanan publik, termasuk… https://t.co/MB9dYagB87",merdekadotcom,Indonesia
2021-02-11 08:12:02+00:00,"Pedagang Pasar Segera Disuntik Vaksin Covid-19: Pedagang Pasar Segera Disuntik Vaksin Covid-19. Presiden Joko Widodo memastikan vaksinasi Covid-19 di sektor pelayanan publik akan dimulai pekan depan. Ini dikarenakan pelaku pelayanan publik, termasuk… https://t.co/0VyhM4LtXK",merdekadotcom,Indonesia
2021-02-11 08:11:26+00:00,"Rabu 11 Februari2021 sekitar pkl 09.30 WIB Kajari Ngawi Bapak Ali Sunhaji,S.H.,M.H. menghadiri acara Pencanangan Vaksinasi Covid-19 Kedua bersama Jajaran Forkopimda Kab. Ngawi yang diselenggarakan di Dinas Kesehatan Kab. Ngawi dengan tetap menerapkan Protokol Kesehatan Covid-19 https://t.co/g53PR9VXMd",Kejaringawi,Jl. Yos Sudarso 2A Ngawi 
2021-02-11 08:08:52+00:00,"Selain vaksinator, kata Listyo, pihaknya juga melakukan pengawalan dan pengamanan selama proses vaksinasi. Pengawalan dan pengamanan dilakukan mulai dari proses distribusi hingga proses penyuntikan vaksin Covid-19. https://t.co/Yqc0jxeizE",indoseputarinfo,
2021-02-11 08:08:13+00:00,"Presiden @jokowi membuka Munas APEKSI hari ini. Pesan yg beliau sampaikan kpd seluruh pemerintah kota unk prioritaskan 4 hal. 
pengendalian laju penyebaran Covid-19, percepatan vaksinasi, perbanyak program padat karya &amp; pemberian bantuan sosial bg masyarakat terdampak pandemi. https://t.co/SNUFIG39E6",Arsikamadja,
2021-02-11 08:08:08+00:00,"Kebijakan yg mendukung pun sudah dilaksanakan pemerintah, salah satunya adalah vaksinasi.  Mari kita bantu menekan angka kasus Covid-19 dg Prokes Kita Patuhi di mana pun kita berada. 🇮🇩 https://t.co/N27nsylE7C",MbahUdheg,
2021-02-11 08:07:47+00:00,"Vaksinasi sudah dilakukan kepada tenaga kesehatan, dimulai dari wilayah DKI Jakarta. Mari kita membantu menekan penyebaran Covid-19 dg Prokes Kita Patuhi di mana pun kita berada. 🇮🇩 https://t.co/jqJtqmziDG",MbahUdheg,
2021-02-11 08:05:32+00:00,"Lee yang telah melengkapkan regimen penuh vaksinasi pada 29 Jan lepas berkata setakat ini, seramai 250,000 orang telah menerima dos pertama vaksin COVID-19 di Singapura.",BernamaTV,Kuala Lumpur
2021-02-11 08:04:43+00:00,"RT @JKJAVMY: Ada yang meragui tempoh masa penghasilan &amp; pengeluaran vaksin COVID-19. Inilah sebab vaksin COVID-19 mampu dihasilkan dalam masa lebih singkat berbanding vaksin lain.

Muat turun app MySejahtera untuk info pendaftaran vaksinasi: … https://t.co/PL7pr4QUoi",mat4g13,Bumi Tuhan
2021-02-11 08:04:38+00:00,"Guna menekan laju penyebaran Covid-19, salah satu program pemerintah ya adalah vaksinasi ini. Pemerintah berusaha mengembangkan vaksin Covid-19 di dalam negeri. Selain itu, Prokes Kita Patuhi juga agar pandemi ini segera berakhir. 🇮🇩
https://t.co/4UKU8ptPlW",Mbah_Wareng,
2021-02-11 08:04:38+00:00,"COVID-19 : Malaysia ke Arah Vaksinasi.

Saksikan dalam rancangan Selamat Pagi Malaysia di TV1 pada pukul 8.15 pagi.

Panel :
Dr. Azizah Ab. Ghani
Ketua Penolong Pengarah Kanan
Bahagian Regulatori Farmasi Negara, KKM

#COVID19
#KitaMestiMenang
#sihatmilik… https://t.co/D5NL6uQO2R",mat4g13,Bumi Tuhan
2021-02-11 08:02:20+00:00,"Presiden Jokowi memastikan vaksinasi COVID-19 bagi kelompok petugas pelayanan publik akan dimulai pekan depan. 
Prokes Kita Patuhi
https://t.co/2yrsSaLiWO",Marbot_Udien,"Kota Pekalongan, Jawa Tengah"
2021-02-11 08:01:53+00:00,"KEPALA Eksekutif Pengawas Perbankan Otoritas Jasa Keuangan (OJK) Heru Kristiana mengatakan jika vaksinasi berjalan lambat dan pandemi covid-19 berlanjut tanpa bisa dikendalikan perkembangannya, permintaan kredit akan lesu.

  https://t.co/yutmqP2U2o",mediaindonesia,Jakarta - Indonesia
2021-02-11 08:00:37+00:00,"Untuk mendukung percepatan pelaksanaan vaksinasi, Kapolres mengimbau warga masyarakat Bojonegoro agar jangan takut dan ragu untuk divaksin karena vaksin COVID-19 aman dan halal. 
Prokes Kita Patuhi
https://t.co/cmSGN4yuS6",Marbot_Udien,"Kota Pekalongan, Jawa Tengah"
2021-02-11 07:59:41+00:00,"Jokowi: Pekan Depan Mulai Vaksinasi Covid-19 untuk Petugas Pelayanan Publik

https://t.co/z7icc1YSL8",kontenislam_com,
2021-02-11 07:58:09+00:00,"Banyuwangi Geber Vaksinasi Covid-19 Dosis Kedua, Bupati Anas: Tak Ada Efek Samping
https://t.co/NZte6ClFSG",NusadailyCom,Indonesia
2021-02-11 07:56:47+00:00,"Saat buka Munas Apeksi Presiden @Jokowi berpesan pada pemerintah kota untuk prioritaskan 4 hal: pengendalian laju penyebaran COVID-19, percepatan vaksinasi, memperbanyak program padat karya &amp; pemberian bansos bagi masyarakat terdampak pandemi #KabarKabinet
https://t.co/64OWIgPwxk",setkabgoid,Jakarta
2021-02-11 07:55:32+00:00,"Risiko Tinggi, Pemkab Malang Lebih Hati-hati Saat Vaksinasi Covid-19 Khusus Lansia https://t.co/UgdhFZfdbZ",timescoid,Wisma Mas Isman Jakarta
2021-02-11 07:54:48+00:00,Vaksinasi covid 19 bagi nakes wilayah DKI. Mari Prokes Kita Patuhi https://t.co/o1HUlxw1oJ,Kopiimu,
2021-02-11 07:54:34+00:00,"Rapat Koordinasi ini diadakan dalam rangka menindaklanjuti Surat Komisi Pemilihan Umum Republik Indonesia Nomor: 134/PL.02.1-SD/01/KPU/II/2021, Tanggal 4 Februari 2021, Perihal Penyiapan Data Pemilih Untuk Mendukung Program Nasional Vaksinasi Covid-19.",KPUKotaCirebon,"Cirebon, Jawa Barat"
2021-02-11 07:54:33+00:00,"Hai #TemanPemilih, siang ini Ketua Divisi Data dan Informasi mengikuti Rapat Koordinasi Penyiapan Data Pemilih Untuk Program Vaksinasi Covid-19 di Jawa Barat yang diselenggarakan oleh KPU Provinsi Jawa Barat, Kamis (11/2). https://t.co/ZfPpr9XrNo",KPUKotaCirebon,"Cirebon, Jawa Barat"
2021-02-11 07:53:37+00:00,Presiden Ingin Vaksinasi COVID-19 Dilaksanakan Per Klaster Guna Percepat Terciptanya Kekebalan Momunal https://t.co/uekFViHiP9,monitordaycom,Indonesia
2021-02-11 07:53:28+00:00,"Belum Ada Laporan Gejala Ikutan Pasca Vaksinasi Covid-19 di Kobar

https://t.co/zOa6br3EbC",BORNEONEWS,"Central Borneo, Indonesia"
2021-02-11 07:52:07+00:00,"Vaksinasi harus segera dilakukan untuk mencapai Herd Immunity (kekebalan komunal). Disiplin menjalankan protokol kesehatan guna memutus penularan Covid-19.
@jokowi  Lawan Pandemi https://t.co/NikHdITBsr",ReshtuA,Jabar
2021-02-11 07:50:15+00:00,"Legislator Lebak Minta Edukasi Vaksinasi COVID-19 Dioptimalkan
https://t.co/jruPUiTnmb",NusadailyCom,Indonesia
2021-02-11 07:48:00+00:00,"Jokowi memerintahkan Pemda agar siapkan lapangan untuk vaksinasi COVID-19.

#merahputihcom #jokowi #pemda #vaksincovid19 https://t.co/qJhGnzSfTj",newsmerahputih,Jakarta
2021-02-11 07:45:00+00:00,"Presiden Joko Wododo meminta program vaksinasi Covid-19 tepat sasaran dan sesuai target penerima.

Pasalnya, saat ini vaksin menjadi barang yang diperebutkan banyak negara.

#SmartNews @kompascom https://t.co/YaT0TcNcdV",RadioSmartFM,Jl. Kebahagiaan No.4-14Jakarta
2021-02-11 07:42:59+00:00,"SAGITA
(Seputaran Giat Ambu)
Rapat Evaluasi Penanganan Covid-19 tentang Pemberlakuan Pembatasan Kegiatan Masyarakat Berbasis Mikro (PPKM) dan Rapat Persiapan Pendataan Vaksinasi Tahap II di Kabupaten Purwakarta.

https://t.co/JicKRkhhKd

#PurwakartaIstimewa
#Purwakarta 
#Covid19 https://t.co/cImyF4edje",Prokompi_Pwk,
2021-02-11 07:42:26+00:00,Pemkab Cilacap Gelar Rakor Persiapan Vaksinasi Covid-19 Tahap ll https://t.co/sPIMf3aQEJ,MediaNasional1,"Jakarta, Indonesia"
2021-02-11 07:39:54+00:00,"""Tiada yang selamat, sehingga semua adalah selamat.""

Program Imunisasi COVID-19 Kebangsaan turut melibatkan pemberian vaksin percuma kepada warga asing di Malaysia.

Muat turun app MySejahtera untuk info pendaftaran vaksinasi: https://t.co/Jvdx45gaan #LindungDiriLindungSemua https://t.co/c7X0mOFE4t",JKJAVMY,Malaysia
2021-02-11 07:39:09+00:00,"Peringatan Ahli: Dunia Tak Akan Bisa Atasi Covid-19 hingga 6 Tahun Kedepan, Vaksinasi Harus Merata https://t.co/PHw4War3Y5 via @tribunnewswiki",tribunnews,Indonesia
2021-02-11 07:39:05+00:00,"Jika vaksinasi Covid-19 pd Nakes selesai. Target berikutnya adalah 17 juta petugas pelayanan publik yg sehari-harinya berhadapan dengan masyarakat. Termasuk anggota TNI/Polri. Dan untuk driver ojol  akan difinalkan.
@jokowi Lawan Pandemi https://t.co/S3TljAUF3I",ReshtuA,Jabar
2021-02-11 07:36:33+00:00,Proyeksi pertumbuhan kredit itu didukung kelancaran vaksinasi Covid-19 dan penanganan pandemi yang diharapkan bisa terus menurun. https://t.co/qTU0IR5cyC,kompascom,Jakarta
2021-02-11 07:34:17+00:00,"2.079 Warga Mimika Sudah Jalani Vaksinasi COVID-19
https://t.co/amiVnLm3gE",NusadailyCom,Indonesia
2021-02-11 07:31:00+00:00,"Guna menekan laju penyebaran Covid-19, salah satu program pemerintah ya adalah vaksinasi ini. Pemerintah berusaha mengembangkan vaksin Covid-19 di dalam negeri. Selain itu, Prokes Kita Patuhi juga agar pandemi ini segera berakhir. https://t.co/oYZdKYjJb6",gye_tha,"Jawa Tengah, Indonesia"
2021-02-11 07:30:00+00:00,"Presiden Joko Widodo mengatakan, pemerintah daerah harus menggelar vaksinasi secara massal.

Tujuannya agar penyuntikan vaksin Covid-19 bisa dilakukan dalam jumlah besar sehingga segera tercapai kekebalan komunitas atau herd immunity.

#SmartNews @kompascom https://t.co/SOng6RXlxI",RadioSmartFM,Jl. Kebahagiaan No.4-14Jakarta
2021-02-11 07:26:35+00:00,"Semangat nakes vaksinasi covid 19
PUSKESMAS SAKTI

#Youtube Humas Aceh
https://t.co/5xDulCQh85
#AcehHebat #nakes #Vaksinasi #vaksin #covid19 #PuskesmasSakti",humasaceh,Banda Aceh
2021-02-11 07:24:18+00:00,"Jokowi Tegaskan Vaksinasi Covid-19 Dilakukan Secara Klaster, Bukan Perorangan https://t.co/daDsqSobfm via @tribunnews",tribunnews,Indonesia
2021-02-11 07:20:41+00:00,Peneliti Center for Indonesian Policy Studies (CIPS) Andree Surianta mengatakan keberhasilan program vaksinasi COVID-19 dapat mempengaruhi kinerja pertumbuhan ekonomi Indonesia. https://t.co/RXk6wFphF4,ElcapitanoTotti,"Trenggalek, Indonesia"
2021-02-11 07:20:03+00:00,"Kejar Herd Immunity, Jokowi Minta Vaksinasi COVID-19 Dilakukan Secara Berkelompok https://t.co/aRgecHbdvr",eradotid,Jakarta Capital Region
2021-02-11 07:19:31+00:00,"11 Semangat nakes vaksinasi covid 19 PUSKESMAS PEUKAN BARO

#Youtube Humas Aceh
https://t.co/iID9rME6Z1
#AcehHebat #nakes #vaksinasi #vaksin #covid19 #PuskesmasPeukanBaro",humasaceh,Banda Aceh
2021-02-11 07:19:12+00:00,"RT @jokowi: Saya membuka Munas APEKSI hari ini dengan pesan kepada seluruh pemerintah kota untuk memprioritaskan empat hal. 

Yakni, pengendalian laju penyebaran Covid-19, percepatan vaksinasi, memperbanyak program padat karya, dan pemberian bantuan sosi… https://t.co/TN44A1ZN6L",gpnasdempapua,papu
2021-02-11 07:19:10+00:00,Pemantauan hasil vaksinasi yang akurat dan real time adalah kunci keberhasilan pengendalian pandemi dan pemulihan ekonomi yang berkelanjutan. Vaksinasi massal adalah sebuah komponen penting dalam perjuangan melawan COVID-19. https://t.co/GdI3B6onus,Sirambutmerah_,
2021-02-11 07:18:45+00:00,Pemantauan hasil vaksinasi yang akurat dan real time adalah kunci keberhasilan pengendalian pandemi dan pemulihan ekonomi yang berkelanjutan. Vaksinasi massal adalah sebuah komponen penting dalam perjuangan melawan COVID-19. https://t.co/3WoxK29RGB,Mockingjacks_,
2021-02-11 07:17:40+00:00,khususnya pemberian vaksinasi terhadap anggota polri maupun masyarakat umum serta Kordinasi dengan dinas kesehatan dalam upaya tracing dalam rangka deteksi dan pencegahan Covid-19.”,polres_sragen_,
2021-02-11 07:15:46+00:00,"Pemkab Labusel Canangkan Vaksinasi Covid-19, Sekda Jadi Orang Pertama Disuntik https://t.co/DpASFfRnVk",SuluhSumatera,Labuhanbatu Selatan
2021-02-11 07:15:33+00:00,Pasien rawat inap akibat virus Corona di Amerika Serikat mengalami penurunan selama 25 hari berturut-turut seiring berjalannya pelaksanaan vaksinasi COVID-19. https://t.co/1k1jK6z6hK,detikHealth,Jakarta - Indonesia
2021-02-11 07:14:07+00:00,"jokowi: Saya membuka Munas APEKSI hari ini dengan pesan kepada seluruh pemerintah kota untuk memprioritaskan empat hal. 

Yakni, pengendalian laju penyebaran Covid-19, percepatan vaksinasi, memperbanyak program padat karya, dan pemberian bantuan sosial b… https://t.co/bTeI72OALa",AlySangadji,"Jakarta, Setia Budi"
2021-02-11 07:13:38+00:00,"Semangat nakes vaksinasi covid 19 PUSKESMAS SIMPANG TIGA

#Youtube Humas Aceh
https://t.co/TQsQ7xx7VE
#AcehHebat #Nakes #Vaksin #VaksinasiCovid19",humasaceh,Banda Aceh
